dateindex,otherhuman
2010-12-17,Huma Abedin
2010-12-17,Jake Sullivan
2010-12-16,Cheryl Mills
2010-12-15,Anne-Marie Slaughter
2010-12-14,Huma Abedin
2010-12-14,Sidney Blumenthal
2010-12-18,Melanne Verveer
2010-12-15,Jake Sullivan
2010-12-15,Cheryl Mills
2010-12-15,Joshua Daniel
2010-12-17,Melanne Verveer
2010-12-16,Richard Verma
2010-12-16,Daniel Inonye
2010-12-18,Jake Sullivan
2010-12-18,Jake Sullivan
2010-12-18,Melanne Verveer
2010-12-18,Cheryl Mills
2010-12-18,Richard Verma
2010-12-16,Richard Verma
2010-12-16,Cheryl Mills
2010-12-15,Jake Sullivan
2010-12-15,Cheryl Mills
2010-12-15,Richard Verma
2010-12-14,Huma Abedin
2010-12-13,Richard Verma
2010-12-13,Cheryl Mills
2010-12-13,Huma Abedin
2010-12-13,Cheryl Mills
2010-12-13,Cheryl Mills
2010-12-11,Huma Abedin
2010-12-09,Huma Abedin
2010-12-08,Jake Sullivan
2010-12-07,Philippe Reines
2010-12-13,Cheryl Mills
2010-12-11,Cheryl Mills
2010-12-08,Judith McHale
2010-12-08,Richard Verma
2010-12-14,Cheryl Mills
2010-12-11,Richard Verma
2010-12-09,Judith McHale
2010-12-08,Cheryl Mills
2010-12-08,Cheryl Mills
2010-12-08,Jake Sullivan
2010-12-12,Melanne Verveer
2010-12-12,Huma Abedin
2010-12-11,Cheryl Mills
2010-12-10,Richard Verma
2010-12-08,Huma Abedin
2010-12-08,Philip Crowley
2010-12-13,Jake Sullivan
2010-12-12,Joshua Daniel
2010-12-12,Jake Sullivan
2010-12-11,Huma Abedin
2010-12-07,Cheryl Mills
2010-12-13,Jake Sullivan
2010-12-12,Philippe Reines
2010-12-12,Huma Abedin
2009-12-12,Daniel
2010-12-09,Cheryl Mills
2010-12-09,Lauren Jiloty
2010-12-08,Cheryl Mills
2010-12-08,Cheryl Mills
2010-12-08,Jake Sullivan
2010-12-08,Huma Abedin
2010-12-08,Richard Verma
2010-12-08,Phillip Crowley
2010-12-13,Huma Abedin
2010-12-11,Richard Verma
2010-12-11,Cheryl Mills
2010-12-11,Cheryl Mills
2010-12-10,Huma Abedin
2010-12-09,Lauren Jiloty
2012-12-07,Melanne Verveer
2010-12-13,Melanne Verveer
2010-12-11,Cheryl Mills
2010-12-11,Huma Abedin
2010-12-09,Judith McHale
2010-12-09,Melanne Verveer
2010-12-08,Cheryl Mills
2010-12-07,Cheryl Mills
2010-12-07,Jake Sullivan
2010-12-07,Richard Verma
2010-12-06,Melanne Verveer
2010-12-05,Melanne Verveer
2010-12-04,Sidney Blumenthal
2010-12-01,Jake Sullivan
2010-12-01,Huma Abedin
2010-12-06,Jake Sullivan
2010-12-06,Ellen Tauscher
2010-12-06,Melanne Verveer
2010-12-03,Cheryl Mills
2010-12-02,Cheryl Mills
2010-12-02,Huma Abedin
2010-12-02,Huma Abedin
2010-12-02,Jake Sullivan
2010-12-04,Jeffrey Feltman
2010-12-04,Sidney Blumenthal
2010-12-07,Cheryl Mills
2010-12-07,Huma Abedin
2010-12-05,Michael Fuchs
2010-12-04,Sidney Blumenthal
2010-12-02,Huma Abedin
2010-12-02,Cheryl Mills
2010-12-01,Richard Verma
2010-12-01,Huma Abedin
2010-11-30,Huma Abedin
2010-12-05,Jake Sullivan
2010-12-04,Lauren Jiloty
2010-12-03,Sidney Blumenthal
2010-12-02,Cheryl Mills
2010-12-02,Huma Abedin
2010-12-02,Huma Abedin
2010-12-02,Jake Sullivan
2010-11-30,Huma Abedin
2010-12-07,Philippe Reines
2010-12-06,Lauren Jiloty
2010-12-05,Melanne Verveer
2010-12-02,Huma Abedin
2010-12-01,Huma Abedin
2010-12-06,Sidney Blumenthal
